user_id,auction_id,cat1,cat2,buy_mount,day,year,quarter,month,birthday,gender,age
83942488,36873348815,50014815,50012431,1,2014-01-14,2014,1,1,2010-06-21,1,3.57
83744798,15727837800,28,50013187,1,2013-02-26,2013,1,2,2012-08-05,1,0.56
425087423,16986642032,50008168,50012442,1,2014-07-21,2014,3,7,2011-11-23,1,2.66
90961714,21415840626,50008168,50013711,1,2013-01-09,2013,1,1,2012-02-10,0,0.92
282788237,19023455943,50022520,50006030,1,2013-05-13,2013,2,5,2010-12-06,1,2.44
647746339,39486145157,28,50012474,1,2014-11-12,2014,4,11,2013-02-07,1,1.76
191039747,7984139502,28,50008859,1,2014-12-31,2014,4,12,2014-07-09,0,0.48
137364326,41879958756,50008168,50013636,1,2014-11-19,2014,4,11,2010-11-12,0,4.02
66755460,6237968940,50008168,50010555,1,2014-03-02,2014,1,3,2011-03-07,1,2.99
841216238,39168664475,50014815,50018831,1,2014-10-20,2014,4,10,2013-05-05,0,1.46
84890647,35673538787,50008168,50010558,1,2014-03-16,2014,1,3,2013-02-28,1,1.04
58386865,39897792904,50014815,50012464,1,2015-01-30,2015,1,1,2013-03-19,1,1.87
816959238,22706648500,38,50018854,1,2013-05-04,2013,2,5,2012-06-21,0,0.87
75613245,37880332798,50008168,50006602,1,2014-03-25,2014,1,3,2011-11-22,1,2.34
48419732,4956964934,50014815,50018412,2,2013-05-17,2013,2,5,2010-04-09,0,3.11
197411149,41152012097,50008168,121452056,1,2014-11-12,2014,4,11,2010-04-29,0,4.54
106735420,19899285873,50014815,50018831,1,2013-10-10,2013,4,10,2013-07-09,1,0.25
1020368066,41101540039,50008168,50010536,4,2014-10-04,2014,4,10,2010-06-01,1,4.35
143808779,38080383704,28,251725,1,2014-09-08,2014,3,9,2010-10-01,1,3.94
72341311,18004159980,50008168,121394024,1,2014-11-09,2014,4,11,2014-04-06,0,0.59
1094274418,42132824541,50008168,121394024,1,2014-12-14,2014,4,12,2013-08-03,0,1.36
658919521,16394503918,50014815,50012245,1,2014-04-05,2014,2,4,2013-10-14,0,0.47
689783888,4534860816,28,50023722,1,2015-01-09,2015,1,1,2014-03-04,0,0.85
57613642,25157808743,28,50006820,2,2014-06-24,2014,2,6,2013-07-20,0,0.93
40305507,36380970504,50008168,50013636,1,2013-12-13,2013,4,12,2011-10-17,1,2.16
732541962,26523564056,28,50008875,1,2013-08-17,2013,3,8,2012-12-28,1,0.64
243385,22131823066,50008168,50012442,1,2013-09-02,2013,3,9,2011-07-10,0,2.15
10339332,13174075495,50014815,50001732,1,2014-05-26,2014,2,5,2011-09-10,0,2.71
22775189,23946808667,38,50018824,1,2014-03-03,2014,1,3,2012-04-19,0,1.87
726334191,18989305426,50008168,121472022,1,2014-12-26,2014,4,12,2010-02-25,1,4.84
37050995,21297820700,50014815,50009542,1,2013-04-29,2013,2,4,2012-10-22,0,0.52
384841734,36809658862,50014815,50018436,1,2014-03-15,2014,1,3,2012-08-30,1,1.54
1062425612,14402922681,28,50014129,1,2012-11-18,2012,4,11,2012-09-02,0,0.21
1706543412,15719276440,50008168,50012451,2,2013-06-05,2013,2,6,2011-01-05,1,2.42
864297971,15679625429,50008168,50010557,1,2014-07-03,2014,3,7,2013-03-09,0,1.32
771232308,27226684376,50008168,50010558,1,2013-09-26,2013,3,9,2010-04-15,0,3.45
476002223,13405998671,50014815,50018831,1,2013-04-03,2013,2,4,2012-08-17,0,0.63
1124076737,14835220006,50008168,50013711,1,2013-03-16,2013,1,3,2012-10-13,0,0.42
10405255,10775413892,50014815,50228021,1,2014-12-24,2014,4,12,2012-02-14,0,2.86
64093162,43674029889,50008168,50010545,1,2015-01-29,2015,1,1,2010-08-16,1,4.46
854553317,41158352472,50014815,50015727,1,2015-02-01,2015,1,2,2014-01-19,0,1.04
60392074,41822227906,50008168,121452056,1,2014-11-08,2014,4,11,2013-03-21,1,1.64
1069860359,35373986189,50014815,50005982,1,2014-01-01,2014,1,1,2013-05-08,0,0.65
125703503,36220244871,50008168,50007014,1,2014-10-28,2014,4,10,2012-07-25,0,2.26
725520721,22101231843,50008168,50024787,1,2013-10-21,2013,4,10,2011-12-08,1,1.87
857559826,15239002450,50014815,50006099,1,2014-06-07,2014,2,6,2013-10-13,0,0.65
34911780,16873424587,50014815,50016240,2,2012-08-13,2012,3,8,2010-03-02,1,2.45
1589292035,19745033946,50008168,50010544,1,2014-01-08,2014,1,1,2011-06-05,1,2.6
17431245,9757291856,38,50016116,1,2012-11-11,2012,4,11,2011-01-15,0,1.82
51598634,12758074281,28,50013177,1,2013-03-07,2013,1,3,2011-06-12,0,1.74
734958687,17733994279,50008168,50012451,1,2013-11-11,2013,4,11,2012-09-16,1,1.15
474782625,12898343737,28,50013175,1,2014-10-09,2014,4,10,2014-07-15,1,0.24
444309931,16025522463,122650008,50012365,1,2013-08-30,2013,3,8,2010-08-10,0,3.06
324693962,19416126848,28,50023457,1,2014-08-21,2014,3,8,2014-02-19,0,0.5
72555454,12759153835,50014815,50009544,1,2013-01-07,2013,1,1,2012-03-02,1,0.85
260092225,20816740935,50008168,50010538,1,2014-01-14,2014,1,1,2011-10-05,1,2.28
111621945,37405203875,50008168,50010558,1,2014-04-09,2014,2,4,2013-08-09,1,0.67
687066529,38674183111,50008168,50013636,1,2014-06-16,2014,2,6,2011-05-11,1,3.1
359601689,16383996535,50014815,50018831,160,2012-11-05,2012,4,11,2011-12-15,0,0.89
150795260,36706144350,50008168,50013207,1,2014-02-18,2014,1,2,2012-11-21,1,1.24
1133628211,35522172934,50008168,50013636,1,2014-02-18,2014,1,2,2012-09-03,0,1.46
479631961,19452723965,50022520,50012375,1,2013-04-30,2013,2,4,2011-07-25,0,1.77
277357538,19637551680,28,50014129,1,2013-07-05,2013,3,7,2012-06-16,0,1.05
740015689,26605352858,50008168,50010558,1,2013-10-02,2013,4,10,2013-09-26,0,0.02
133595268,22373364858,28,50023790,1,2013-04-27,2013,2,4,2011-09-19,1,1.61
451100817,12351340442,122650008,50012360,1,2012-09-01,2012,3,9,2011-07-24,1,1.11
667774265,39859536457,122650008,50012363,1,2014-12-11,2014,4,12,2013-10-10,0,1.17
1045319175,41777738478,50008168,50010544,1,2014-10-29,2014,4,10,2011-02-09,1,3.72
89781118,12745894835,50008168,50007011,1,2014-11-14,2014,4,11,2013-01-12,1,1.84
2020957900,16310626305,50014815,121406041,2,2014-08-29,2014,3,8,2014-04-30,0,0.33
609791410,13447157946,50008168,50010555,1,2014-03-27,2014,1,3,2014-02-20,1,0.1
275987542,41284638240,28,50013187,1,2015-01-19,2015,1,1,2014-01-03,1,1.04
188600174,41460345919,50022520,50016704,1,2015-01-19,2015,1,1,2014-01-21,1,0.99
116573081,22230172158,28,50008860,1,2013-04-22,2013,2,4,2012-11-13,0,0.44
867476098,18721720021,50014815,50018831,3,2014-09-23,2014,3,9,2013-08-06,0,1.13
800173649,38011223484,50008168,50013711,1,2014-04-29,2014,2,4,2013-07-20,0,0.78
1040314082,35408076111,122650008,50012365,1,2013-12-25,2013,4,12,2012-04-22,1,1.68
713724745,17534699048,50008168,50010557,1,2013-01-02,2013,1,1,2010-04-24,0,2.7
186418698,9921844112,50014815,50001748,1,2014-03-24,2014,1,3,2012-01-18,1,2.18
55069180,38554350650,122650008,50012363,1,2015-01-27,2015,1,1,2014-08-07,0,0.47
746338356,22783804746,50014815,50010236,1,2013-08-31,2013,3,8,2013-08-06,1,0.07
110798294,20393276096,28,50013187,1,2013-04-21,2013,2,4,2012-09-23,0,0.58
396311979,38600911631,50008168,50013636,1,2014-05-20,2014,2,5,2011-09-26,1,2.65
383735470,20266883067,50014815,50009540,1,2014-08-09,2014,3,8,2011-08-19,0,2.98
2214580556,40062433875,50008168,50010558,1,2014-09-28,2014,3,9,2012-12-01,1,1.82
130263794,21934484610,50008168,50010536,1,2013-02-23,2013,1,2,2010-04-29,0,2.82
354804408,3621425317,38,211122,4,2014-01-08,2014,1,1,2013-03-27,0,0.79
805018083,16242741819,50008168,50013636,1,2014-01-08,2014,1,1,2012-10-06,1,1.26
72746697,37346822188,50008168,121394024,1,2014-08-17,2014,3,8,2014-02-22,1,0.48
77723093,41830139440,50008168,50013207,1,2014-11-10,2014,4,11,2013-12-21,0,0.89
75758080,5470994165,50008168,121408024,1,2014-08-29,2014,3,8,2012-03-02,0,2.49
95428725,25921288431,28,251725,1,2014-09-09,2014,3,9,2012-03-31,0,2.44
755743741,35015569650,50014815,50018831,1,2014-11-10,2014,4,11,2014-07-17,0,0.32
705498556,3595424276,50022520,50016704,1,2012-11-11,2012,4,11,2012-10-04,0,0.1
669342381,20398471742,28,50012474,1,2014-02-08,2014,1,2,2013-10-18,1,0.31
824413527,37679509075,50014815,50018436,1,2014-04-07,2014,2,4,2013-12-01,0,0.35
180473754,42171808031,28,121452026,1,2015-01-07,2015,1,1,2013-05-22,0,1.63
665216877,41725198233,50008168,121450022,1,2014-12-04,2014,4,12,2014-02-26,0,0.77
648024036,38493052092,28,50023670,4,2014-12-12,2014,4,12,2011-07-30,1,3.37
743394056,40228281930,50014815,50012431,1,2014-10-29,2014,4,10,2010-11-25,0,3.93
2757,17429550751,50008168,50010555,1,2013-04-10,2013,2,4,2013-03-11,1,0.08
13848376,40827442866,50008168,50013636,1,2014-11-11,2014,4,11,2014-08-21,1,0.22
415971,20854308837,50008168,50010548,1,2013-01-28,2013,1,1,2012-11-11,0,0.21
44732791,16292306416,50008168,50010544,1,2014-01-14,2014,1,1,2011-08-28,0,2.38
121722809,15071189647,38,50006843,2,2015-01-04,2015,1,1,2014-06-01,1,0.59
83472357,12555432766,50014815,50005982,1,2013-06-11,2013,2,6,2013-01-20,1,0.39
65651861,21971788076,50008168,50010558,1,2013-03-15,2013,1,3,2011-11-24,1,1.31
14342858,17894670737,28,50023598,1,2014-11-05,2014,4,11,2011-02-07,0,3.75
917524288,10303049467,50014815,50012456,30,2013-05-03,2013,2,5,2011-06-24,0,1.86
21838963,16364059790,50014815,121470030,5,2014-06-24,2014,2,6,2014-03-10,0,0.29
45661628,14022380103,50014815,121456023,1,2014-10-08,2014,4,10,2013-10-15,1,0.98
61127135,18444305120,28,50008875,1,2013-05-23,2013,2,5,2012-03-17,1,1.18
785043910,39602511660,50008168,121364022,2,2014-10-03,2014,4,10,2013-05-30,0,1.35
628378860,16236503292,50008168,50013636,1,2014-09-25,2014,3,9,2012-08-16,0,2.11
1911445233,38373903143,50008168,50013711,2,2014-04-19,2014,2,4,2012-04-30,1,1.97
325759617,18770494335,28,50023651,1,2014-03-14,2014,1,3,2010-08-12,1,3.59
353221225,36095707144,122650008,50012365,1,2013-12-12,2013,4,12,2011-08-13,0,2.33
61079421,18769969047,50014815,50014274,1,2013-08-03,2013,3,8,2013-05-01,1,0.26
20451388,17358761118,38,211122,1,2013-03-21,2013,1,3,2012-01-29,1,1.14
42558014,22369788243,50008168,50010558,1,2013-03-21,2013,1,3,2010-07-04,0,2.72
75200815,18064299870,50014815,50018831,1,2014-09-13,2014,3,9,2013-11-14,0,0.83
124527924,9590124906,50008168,50013711,1,2012-10-18,2012,4,10,2011-09-30,1,1.05
775584118,2254371483,38,50018820,1,2013-08-16,2013,3,8,2012-10-23,0,0.81
78375309,26632468078,50008168,50013636,1,2013-08-16,2013,3,8,2013-03-22,1,0.4
13101455,13887162135,28,50012423,1,2012-08-29,2012,3,8,2011-08-19,0,1.03
790148926,40018409687,50014815,50018436,1,2014-11-24,2014,4,11,2014-08-27,1,0.24
76580427,25481540232,50014815,50014274,1,2013-06-07,2013,2,6,2012-03-07,1,1.25
23086954,3219122303,50014815,50014273,1,2013-01-25,2013,1,1,2011-10-08,0,1.3
1754594929,13592670420,50014815,50018438,1,2014-09-20,2014,3,9,2014-08-26,0,0.07
18190851,17092246580,28,50014129,2,2013-03-31,2013,1,3,2011-01-01,0,2.25
1649930323,36491323240,50008168,50006602,1,2014-07-29,2014,3,7,2010-10-04,0,3.82
338734269,38898356938,28,50023663,1,2014-08-22,2014,3,8,2013-09-26,1,0.9
679878153,17187307783,50008168,50013636,1,2014-08-06,2014,3,8,2013-09-27,0,0.86
38061660,19866862313,50008168,50010549,1,2013-11-11,2013,4,11,2011-12-03,1,1.94
1641457379,18721720021,50014815,50018831,1,2014-09-30,2014,3,9,2013-12-26,1,0.76
730302768,14663445988,28,50006095,1,2012-09-23,2012,3,9,2011-03-30,1,1.49
393380275,25185692215,50008168,50006602,1,2014-07-29,2014,3,7,2010-02-09,0,4.47
882909923,36344284817,50008168,50010558,1,2014-01-04,2014,1,1,2012-05-16,1,1.64
132357204,3331637994,50014815,50012777,1,2013-09-07,2013,3,9,2011-11-25,1,1.79
659749250,12929573479,38,50006843,1,2013-08-15,2013,3,8,2012-10-15,0,0.83
264008927,36480276601,50008168,50010557,1,2014-12-12,2014,4,12,2012-03-25,0,2.72
66569606,13668555620,50008168,50006602,1,2014-12-12,2014,4,12,2012-01-23,1,2.89
270377458,7279461500,50008168,50010566,1,2012-09-13,2012,3,9,2012-04-02,0,0.45
125840215,19829152567,28,50003700,1,2013-11-02,2013,4,11,2011-05-02,0,2.51
889878950,41352889142,50008168,50010558,1,2014-10-14,2014,4,10,2013-09-01,0,1.12
113554421,18263602472,50014815,50018831,12,2013-05-14,2013,2,5,2010-09-09,0,2.68
290360210,13716364917,50014815,50015727,1,2013-12-12,2013,4,12,2013-10-29,0,0.12
550066806,16726290116,50008168,50006602,1,2014-01-03,2014,1,1,2013-11-01,1,0.17
593315800,35591558752,50008168,50010566,1,2013-11-11,2013,4,11,2012-09-23,1,1.13
276632530,39142982662,50022520,50006028,1,2014-12-15,2014,4,12,2012-07-16,1,2.42
47138383,13272130226,50014815,50018831,2,2013-02-18,2013,1,2,2010-12-21,0,2.16
488469409,22458135479,50014815,50012432,1,2014-09-04,2014,3,9,2014-08-09,1,0.07
2298687186,42483180297,50008168,50013636,1,2015-01-28,2015,1,1,2012-10-09,1,2.3
52404311,13061238376,50008168,50013636,1,2014-12-15,2014,4,12,2010-09-24,1,4.23
430319227,9807202789,28,50013874,1,2012-08-24,2012,3,8,2011-06-15,0,1.19
929425316,39639604734,50014815,121426038,1,2015-01-26,2015,1,1,2011-09-12,0,3.38
642755513,25469708168,50008168,50007011,1,2014-03-20,2014,1,3,2013-10-26,0,0.4
31235454,16674140540,50008168,50013207,1,2014-10-07,2014,4,10,2011-03-19,0,3.56
253581310,20005753685,28,50011993,1,2014-05-18,2014,2,5,2014-04-11,0,0.1
829213583,20326213051,50008168,50013636,1,2014-12-22,2014,4,12,2013-11-10,0,1.12
58199199,16436704905,38,211122,4,2012-10-16,2012,4,10,2011-07-02,0,1.29
24829944,15098657498,50022520,50011819,2,2014-09-20,2014,3,9,2014-08-26,1,0.07
167910527,16440368756,50008168,50010555,1,2013-03-12,2013,1,3,2012-11-21,0,0.3
809862801,36251688391,28,50012475,1,2014-02-16,2014,1,2,2014-01-21,1,0.07
119127104,20999672795,50008168,50006602,1,2012-11-14,2012,4,11,2011-08-20,1,1.24
1844317769,2755199070,50014815,121434042,1,2014-11-25,2014,4,11,2014-06-26,0,0.42
93083084,18645721965,50014815,50013715,1,2015-01-06,2015,1,1,2013-12-11,0,1.07
294750833,38832277434,50022520,50005979,1,2014-11-11,2014,4,11,2013-07-30,1,1.28
248962105,36448316530,50008168,50013636,1,2014-05-21,2014,2,5,2013-07-26,0,0.82
41643429,12715037736,28,50024627,1,2014-10-10,2014,4,10,2014-03-22,1,0.55
1050126413,37983949722,50014815,50018831,1,2014-11-11,2014,4,11,2014-05-18,0,0.48
300931383,37653352823,50008168,50010558,1,2014-03-26,2014,1,3,2013-12-19,0,0.27
816914951,18803570968,28,121382040,1,2014-12-12,2014,4,12,2014-09-28,0,0.21
785311611,42426146535,28,50011993,1,2015-01-20,2015,1,1,2012-10-03,0,2.3
264579453,14016642158,28,121540027,2,2014-11-26,2014,4,11,2014-05-12,0,0.54
269267507,15263653132,50008168,50013207,1,2013-02-16,2013,1,2,2012-11-20,1,0.24
185178295,40129281930,28,50003700,1,2014-08-19,2014,3,8,2014-08-13,1,0.02
1692582408,41266340079,50008168,50010558,1,2014-12-13,2014,4,12,2012-07-12,0,2.42
68067107,25909536641,38,50018820,1,2013-09-14,2013,3,9,2012-11-14,1,0.83
37273026,5450218363,38,50018854,6,2013-11-05,2013,4,11,2012-02-12,1,1.73
195510961,41079030632,50008168,121394024,1,2014-10-29,2014,4,10,2012-01-16,1,2.79
47836546,17877876267,50008168,50010565,2,2013-11-12,2013,4,11,2012-09-01,0,1.2
48621253,18752150065,50008168,50013207,1,2013-06-12,2013,2,6,2013-01-25,1,0.38
398312015,19641593301,28,50013176,1,2014-08-05,2014,3,8,2014-06-23,1,0.12
438010029,23648236275,122650008,50012364,1,2013-05-04,2013,2,5,2012-08-07,1,0.74
150330797,13130520515,50014815,50012431,1,2013-08-25,2013,3,8,2012-04-04,0,1.39
64343163,26101924419,50008168,50012451,1,2013-07-05,2013,3,7,2010-01-23,1,3.45
44716356,36207455567,28,50012474,1,2014-04-27,2014,2,4,2013-02-11,0,1.21
614946692,41106352035,50008168,50010555,1,2014-09-11,2014,3,9,2014-06-11,1,0.25
47737028,24624676830,50014815,50012471,2,2014-10-25,2014,4,10,2012-03-20,1,2.6
108344071,7803405251,50008168,50006602,1,2013-08-12,2013,3,8,2010-07-04,1,3.11
1017818160,9305940795,28,50013881,5,2013-11-30,2013,4,11,2011-10-20,0,2.12
198339735,36717475719,28,50015146,1,2014-06-28,2014,2,6,2011-01-28,0,3.42
32950783,18536773341,50014815,50232021,1,2013-11-08,2013,4,11,2013-10-25,0,0.04
61526102,41324909102,122650008,50012365,1,2015-01-30,2015,1,1,2011-05-23,0,3.69
92116962,14767143572,50014815,50014272,2,2012-10-10,2012,4,10,2012-05-26,1,0.38
199354107,40204309209,50008168,50013207,1,2014-09-09,2014,3,9,2010-03-10,1,4.5
576767101,37755146599,50008168,50010558,1,2014-04-05,2014,2,4,2013-06-01,1,0.84
210263456,41464527333,50008168,50010544,1,2014-12-05,2014,4,12,2012-09-07,0,2.24
220079966,36169271442,28,50011993,1,2013-11-22,2013,4,11,2010-08-08,0,3.29
21887268,35498150675,50008168,50006602,2,2013-12-16,2013,4,12,2010-05-26,0,3.56
743631006,13841405997,50008168,50007011,1,2013-03-28,2013,1,3,2013-02-24,1,0.09
348109281,13374569905,50008168,50013636,1,2012-12-06,2012,4,12,2010-02-08,1,2.83
664236959,16563307133,38,121454045,3,2014-10-07,2014,4,10,2012-07-26,0,2.2
111794341,19678488904,50008168,50010557,1,2013-01-23,2013,1,1,2010-09-02,1,2.39
127931487,16522031119,50008168,50013711,1,2012-08-03,2012,3,8,2012-07-03,0,0.08
437556506,35158409536,50008168,50013636,1,2013-12-26,2013,4,12,2011-09-28,0,2.25
674478679,40624526192,50014815,50009540,1,2014-12-14,2014,4,12,2014-02-01,1,0.87
378028878,19285625410,50008168,50146022,1,2013-12-07,2013,4,12,2012-02-08,0,1.83
44253932,19862187842,28,121404037,1,2014-05-29,2014,2,5,2010-01-13,1,4.38
1091263211,16409261679,122650008,50012363,1,2013-12-12,2013,4,12,2013-04-13,0,0.67
11768880,19025967309,122650008,50012364,1,2013-04-11,2013,2,4,2012-01-07,1,1.26
321506990,27619548992,50014815,50018831,1,2014-04-02,2014,2,4,2013-02-13,0,1.13
766386444,19978814543,28,50013176,1,2014-08-12,2014,3,8,2014-01-15,0,0.57
1944471144,37068018309,38,50018820,1,2014-05-07,2014,2,5,2013-08-19,1,0.72
378871709,43400739385,122650008,50012359,1,2015-02-01,2015,1,2,2012-02-23,1,2.94
685810741,35778363795,50022520,50016704,1,2014-01-11,2014,1,1,2013-03-22,1,0.81
735319921,16851632381,28,50015841,1,2013-03-10,2013,1,3,2012-10-01,1,0.44
136517419,4869579038,50014815,50012777,1,2014-06-17,2014,2,6,2012-07-12,1,1.93
40183850,20975155801,38,50018614,5,2013-11-08,2013,4,11,2012-06-11,1,1.41
71241931,25928316853,28,50015146,1,2014-06-09,2014,2,6,2011-08-31,1,2.78
1567601,12465395269,50022520,50016704,1,2012-07-18,2012,3,7,2012-07-07,0,0.03
62789705,18471814723,50014815,50010236,1,2014-03-08,2014,1,3,2013-11-11,0,0.32
486503874,16025509834,38,211122,1,2013-07-20,2013,3,7,2012-09-10,1,0.86
129972565,20758892871,28,50011993,1,2012-12-20,2012,4,12,2011-01-22,0,1.91
1924473311,20803900387,50022520,50006032,1,2014-08-15,2014,3,8,2014-04-16,0,0.33
73927336,38023071537,50008168,50010536,1,2014-04-06,2014,2,4,2011-10-15,1,2.48
2186831536,38380559230,28,50023531,1,2014-10-08,2014,4,10,2014-05-19,1,0.39
10502300,13447157946,50008168,50010555,1,2012-12-04,2012,4,12,2012-05-04,0,0.59
723449270,15455377491,28,50011993,1,2014-06-02,2014,2,6,2010-10-03,0,3.67
682354444,22424383310,50014815,50018831,1,2014-12-01,2014,4,12,2014-06-05,1,0.49
737930496,40405521372,50014815,50012431,1,2014-08-29,2014,3,8,2014-05-15,1,0.29
1711109878,22996052320,50008168,50013636,1,2015-01-15,2015,1,1,2012-08-23,0,2.4
224653845,21199179062,50008168,50012451,1,2013-09-22,2013,3,9,2011-11-14,1,1.86
829440261,41878489605,50014815,50018831,2,2014-12-02,2014,4,12,2013-12-18,0,0.96
1978481429,37359277254,50014815,121434042,1,2014-07-04,2014,3,7,2013-08-29,1,0.85
674451014,15172512114,28,50014250,2,2014-01-10,2014,1,1,2011-01-15,0,2.99
602646492,41909727679,50014815,50009550,1,2014-12-12,2014,4,12,2013-07-12,1,1.42
280347691,14459780250,50022520,50016704,1,2013-06-15,2013,2,6,2013-04-06,0,0.19
870525985,37163034185,50014815,50018831,1,2014-10-05,2014,4,10,2014-09-03,0,0.09
55867871,38258666401,50008168,50010558,1,2014-04-30,2014,2,4,2012-06-23,1,1.85
12631429,7668402786,50014815,50012471,1,2014-07-07,2014,3,7,2013-04-08,1,1.25
750833184,37665648092,50008168,50010557,1,2014-04-23,2014,2,4,2010-11-04,0,3.47
62380766,14836460759,28,50014129,1,2012-12-05,2012,4,12,2012-03-13,1,0.73
37613228,22205176670,50014815,50018831,1,2013-10-12,2013,4,10,2012-03-21,0,1.56
1023634940,16297650924,50008168,50146022,1,2013-03-04,2013,1,3,2011-12-28,0,1.18
23779676,35815090306,50008168,50012451,1,2013-11-11,2013,4,11,2010-01-09,1,3.84
2176939646,37616480055,50014815,50012458,1,2014-11-11,2014,4,11,2014-01-10,1,0.84
672166297,15781119704,122650008,50012360,1,2013-12-03,2013,4,12,2013-10-24,1,0.11
53224585,25781688035,50014815,50009542,1,2013-06-21,2013,2,6,2011-06-03,0,2.05
43241697,19671833975,122650008,50012367,1,2014-02-13,2014,1,2,2012-05-12,0,1.76
898630655,38066384082,50008168,50010558,9,2014-06-06,2014,2,6,2012-11-02,1,1.59
1771335722,37777584394,122650008,50012367,1,2014-03-21,2014,1,3,2012-08-08,1,1.62
191994688,18824675650,28,50012788,1,2014-07-15,2014,3,7,2013-03-19,1,1.32
783771062,18753199528,50014815,50012485,1,2014-04-11,2014,2,4,2012-10-05,0,1.52
709021222,41601299670,50008168,50010566,1,2014-12-10,2014,4,12,2012-11-01,1,2.11
509990590,14995199480,50014815,50012548,1,2014-06-02,2014,2,6,2014-04-04,1,0.16
53538638,39574997596,50008168,121408024,1,2014-09-09,2014,3,9,2013-11-06,1,0.84
358097309,35594492739,28,50007140,1,2015-01-21,2015,1,1,2013-09-15,1,1.35
113093326,16192594477,28,50006094,1,2013-05-27,2013,2,5,2012-11-26,1,0.5
728844788,16908779573,50008168,121394024,1,2014-10-15,2014,4,10,2014-05-27,0,0.39
1671080225,18695694565,50008168,50010555,1,2014-04-28,2014,2,4,2014-03-09,0,0.14
53917099,35857424331,50008168,50012451,1,2013-11-13,2013,4,11,2011-09-21,0,2.15
155835737,40249904427,50014815,50012431,1,2014-09-27,2014,3,9,2014-06-15,1,0.28
1089343761,41449997544,50008168,50013636,1,2014-10-09,2014,4,10,2013-12-05,0,0.84
129162752,12757496000,50008168,50010566,1,2013-05-22,2013,2,5,2010-11-13,0,2.52
139491685,35103787688,28,50023722,1,2013-10-31,2013,4,10,2012-05-03,1,1.5
2391404843,40200591008,50008168,50010555,1,2015-01-10,2015,1,1,2014-09-16,1,0.32
134536342,18519472878,50014815,50018831,1,2012-09-12,2012,3,9,2012-05-21,0,0.31
332182758,14281728685,50022520,50006032,1,2012-12-21,2012,4,12,2012-07-14,1,0.44
316263477,20742820532,38,211122,1,2012-11-11,2012,4,11,2011-07-17,1,1.32
883771195,3720949076,38,211122,2,2013-08-20,2013,3,8,2012-07-11,1,1.11
105361095,17973523949,50014815,50018831,1,2013-01-28,2013,1,1,2013-01-16,1,0.03
71726532,38898923007,50008168,121466023,1,2014-07-09,2014,3,7,2011-05-15,0,3.15
59265016,22117023208,50014815,50018831,6,2013-12-26,2013,4,12,2013-02-15,1,0.86
51103674,20437260826,28,50007140,1,2013-05-01,2013,2,5,2011-08-17,0,1.71
1890948217,40622218547,50008168,121394024,1,2014-09-18,2014,3,9,2013-09-17,0,1.0
371646807,40340954604,50008168,50010555,1,2014-12-27,2014,4,12,2014-09-15,1,0.28
1132472679,35324195853,50014815,50018831,1,2015-01-31,2015,1,1,2014-10-30,0,0.25
104211743,36115296871,38,50018824,2,2013-12-04,2013,4,12,2013-02-19,0,0.79
381275366,35049183686,50014815,50014744,1,2013-11-11,2013,4,11,2013-07-09,0,0.34
643563115,40568847479,50008168,50010549,1,2014-12-12,2014,4,12,2011-08-08,1,3.35
54366478,25194340028,28,50023531,1,2015-01-23,2015,1,1,2010-12-10,1,4.12
128693368,16317457631,50008168,50006602,1,2013-07-20,2013,3,7,2010-07-20,0,3.0
54451652,19556758674,50008168,50006602,1,2014-12-30,2014,4,12,2010-06-02,0,4.58
549274183,37038024448,50014815,50018831,1,2014-12-09,2014,4,12,2012-09-28,0,2.2
259538915,19545202238,38,50018825,40,2014-02-18,2014,1,2,2012-04-23,0,1.82
571159301,40021926193,50014815,50014278,1,2014-08-22,2014,3,8,2011-07-20,1,3.09
651493549,36506672264,28,50023692,1,2014-02-21,2014,1,2,2011-11-08,1,2.29
606918860,10837123744,38,50018855,1,2013-06-23,2013,2,6,2012-06-27,0,0.99
644854097,35461440284,50014815,50018831,1,2014-06-17,2014,2,6,2014-03-18,0,0.25
36789289,17884536890,50022520,50016704,1,2013-12-30,2013,4,12,2013-06-11,0,0.55
82413736,19047913391,28,50023661,1,2014-07-27,2014,3,7,2011-09-20,0,2.85
156942952,37715622717,50022520,121414042,1,2014-06-14,2014,2,6,2013-12-27,0,0.46
98425070,40430138951,50008168,50007011,1,2014-12-12,2014,4,12,2014-01-27,1,0.87
422641140,16012394220,28,50007140,1,2012-09-27,2012,3,9,2012-08-20,1,0.1
168252385,36374695899,50008168,50007011,1,2014-01-21,2014,1,1,2013-01-27,1,0.98
73973378,26396504540,28,50013078,1,2014-01-21,2014,1,1,2012-04-04,0,1.8
260087412,37438845897,50014815,50018831,1,2014-04-11,2014,2,4,2013-03-09,0,1.09
292966044,16981151324,50008168,50010549,1,2012-11-11,2012,4,11,2010-09-16,1,2.16
67828543,14922603690,50008168,121448025,1,2014-09-16,2014,3,9,2012-12-27,1,1.72
33062883,37219507191,50008168,50013207,1,2014-05-09,2014,2,5,2010-08-14,1,3.74
75343881,17908085498,50008168,50013636,1,2013-04-13,2013,2,4,2012-02-25,0,1.13
107865814,8178914719,28,50023777,1,2014-05-29,2014,2,5,2012-06-20,1,1.94
157720562,22257223300,50014815,50009547,1,2015-01-24,2015,1,1,2014-08-31,0,0.4
779336988,19058008657,50008168,50012451,1,2012-09-07,2012,3,9,2010-03-10,1,2.5
